slug,embed_url,image_url,banner_url,title,description,category,orientation,quality_score,width,height,date_published,date_modified,namespace,id
ultra-pixel-burgeria,https://play.gamepix.com/ultra-pixel-burgeria/embed?sid=1,https://img.gamepix.com/games/ultra-pixel-burgeria/icon/ultra-pixel-burgeria.png?w=105,https://img.gamepix.com/games/ultra-pixel-burgeria/cover/ultra-pixel-burgeria.png?w=320,this game mixes fast-paced action with delightful arcade pixel charm.,landscape,0.2266608213232793,800,,,,2023-03-07 09:27:30+00:00,,arcade,"where you""""ll face the ultimate time management test as a burger chef. Assemble orders quickly to keep impatient customers fed and your boss pleased. With escalating challenges and exciting tasks"
rope-rescue-puzzle,https://play.gamepix.com/rope-rescue-puzzle/embed?sid=1,https://img.gamepix.com/games/rope-rescue-puzzle/icon/rope-rescue-puzzle.png?w=105,https://img.gamepix.com/games/rope-rescue-puzzle/cover/rope-rescue-puzzle.png?w=320,testing your problem-solving skills against complex obstacles. Tackle thrilling rescue missions with precision as each level amps up the intensity. Can you master the art of escape?,portrait,0.15052989,600,,,,2023-03-07 09:11:36+00:00,,adventure,fiery challenges. This strategic adventure requires quick thinking and creativity
stacky-bird,https://play.gamepix.com/stacky-bird/embed?sid=1,https://img.gamepix.com/games/stacky-bird/icon/stacky-bird.png?w=105,https://img.gamepix.com/games/stacky-bird/cover/stacky-bird.png?w=320,each tap fueling a dynamic ascent through delightful levels and whimsical birdhouses. How high can you go?,portrait,0.74805807,600,,,,2023-03-07 09:11:20+00:00,,animal,skill and timing are your best companions as you guide a bird building egg towers to soar over tricky hurdles. Navigate enchanting landscapes while crafting skyscraper stacks
floppy-football,https://play.gamepix.com/floppy-football/embed?sid=1,https://img.gamepix.com/games/floppy-football/icon/floppy-football.png?w=105,https://img.gamepix.com/games/floppy-football/cover/floppy-football.png?w=320,yet hard to master—perfect for all ages.,portrait,0.52073188,600,,,,2023-03-06 11:33:15+00:00,,sports,simple
superherorope,https://play.gamepix.com/superherorope/embed?sid=1,https://img.gamepix.com/games/superherorope/icon/superherorope.png?w=105,https://img.gamepix.com/games/superherorope/cover/superherorope.png?w=320,heart-pounding adventure.,landscape,0.2424242424242424,800,,,,2023-03-06 11:27:11+00:00,,adventure,where being Spidey-savvy with a net is crucial. Dodge lethal spikes and blades while keeping off the dangerous ground. Master precise swings and perfect timing to collect gold and survive in this retro-style
rail-maze-puzzle,https://play.gamepix.com/rail-maze-puzzle/embed?sid=1,https://img.gamepix.com/games/rail-maze-puzzle/icon/rail-maze-puzzle.png?w=105,https://img.gamepix.com/games/rail-maze-puzzle/cover/rail-maze-puzzle.png?w=320,offering endless fun and mental stimulation.,portrait,0.29176831,600,,,,2023-03-06 11:09:45+00:00,,brain,while a wrong turn results in explosive surprises. The challenge intensifies as you advance
bffs-venice-carnival-celebrations,https://play.gamepix.com/bffs-venice-carnival-celebrations/embed?sid=1,https://img.gamepix.com/games/bffs-venice-carnival-celebrations/icon/bffs-venice-carnival-celebrations.png?w=105,https://img.gamepix.com/games/bffs-venice-carnival-celebrations/cover/bffs-venice-carnival-celebrations.png?w=320,and dazzling masks for a group of friends. Capture the vibrancy of the carnival and immerse yourself in a creative dress-up extravaganza.,landscape,0.0862051080312296,800,,,,2023-03-06 11:04:47+00:00,,kids,elegant hairstyles
firewar,https://play.gamepix.com/firewar/embed?sid=1,https://img.gamepix.com/games/firewar/icon/firewar.png?w=105,https://img.gamepix.com/games/firewar/cover/firewar.png?w=320,earning rewards to upgrade your prowess and arsenal for survival. Can you turn the tide?,landscape,0.2424242424242424,800,,,,2023-02-28 11:40:40+00:00,,adventure,"lead humanity""""s fight against rogue RoboSoldiers and their AI helicopters. Engage in intense battles using strategic card advantages and a diverse weapon arsenal. Experience thrilling story-driven missions and multiplayer mayhem"
journey-through-hell,https://play.gamepix.com/journey-through-hell/embed?sid=1,https://img.gamepix.com/games/journey-through-hell/icon/journey-through-hell.png?w=105,https://img.gamepix.com/games/journey-through-hell/cover/journey-through-hell.png?w=320,and carefully maneuver through narrow paths. Precision and caution are your only allies in this hauntingly atmospheric journey of eternal torment.,landscape,0.512345678901234,800,,,,2023-02-28 11:20:16+00:00,,adventure,dodge infernal traps
blockman-climb,https://play.gamepix.com/blockman-climb/embed?sid=1,https://img.gamepix.com/games/blockman-climb/icon/blockman-climb.png?w=105,https://img.gamepix.com/games/blockman-climb/cover/blockman-climb.png?w=320,and reach soaring platforms. Join forces with friends in multiplayer mode for cooperative fun and strategic gameplay that keeps you on your toes.,landscape,0.46377334,800,,,,2023-02-28 11:17:42+00:00,,action,dodge obstacles
loop-them,https://play.gamepix.com/loop-them/embed?sid=1,https://img.gamepix.com/games/loop-them/icon/loop-them.png?w=105,https://img.gamepix.com/games/loop-them/cover/loop-them.png?w=320,avoiding direct collisions for explosive action. Discover the addictive challenge as each successful maneuver spawns new targets to conquer.,portrait,0.1379310344827586,600,,,,2023-02-28 11:16:10+00:00,,arcade,where precision and agility are your greatest allies. Master the art of looping around stars in a dynamic cosmic ballet
match-football-brazil-or-argentina,https://play.gamepix.com/match-football-brazil-or-argentina/embed?sid=1,https://img.gamepix.com/games/match-football-brazil-or-argentina/icon/match-football-brazil-or-argentina.png?w=105,https://img.gamepix.com/games/match-football-brazil-or-argentina/cover/match-football-brazil-or-argentina.png?w=320,"and score breathtaking goals as you navigate your team with simple controls. Feel the thrill of intense competition and strategic gameplay that keeps you engaged and eager for every match""""s decisive moments.",portrait,0.38098768,600,,,,2023-02-28 11:12:41+00:00,,sports,strategize
merge-numbers-drop-the-numbers,https://play.gamepix.com/merge-numbers-drop-the-numbers/embed?sid=1,https://img.gamepix.com/games/merge-numbers-drop-the-numbers/icon/merge-numbers-drop-the-numbers.png?w=105,https://img.gamepix.com/games/merge-numbers-drop-the-numbers/cover/merge-numbers-drop-the-numbers.png?w=320,your critical thinking will be put to the test in this addictive puzzle adventure.,portrait,0.34737797,600,,,,2023-02-28 11:12:20+00:00,,puzzle,using foresight to combine and create larger numbers. As difficulty intensifies
raktoo-2,https://play.gamepix.com/raktoo-2/embed?sid=1,https://img.gamepix.com/games/raktoo-2/icon/raktoo-2.png?w=105,https://img.gamepix.com/games/raktoo-2/cover/raktoo-2.png?w=320,and perfect your double jump as you collect elusive black grapes. Conquer progressively challenging levels and sharpen your skills in this engaging adventure with a charming protagonist at its heart.,landscape,0.1379310344827586,800,,,,2023-02-28 10:55:08+00:00,,adventure,dodge fearsome enemies
hetto-2,https://play.gamepix.com/hetto-2/embed?sid=1,https://img.gamepix.com/games/hetto-2/icon/hetto-2.png?w=105,https://img.gamepix.com/games/hetto-2/cover/hetto-2.png?w=320,collecting magical potions and outsmarting flying adversaries. Master the art of double jumps to reach greater heights and unlock thrilling new challenges in this engaging sequel!,landscape,0.1379310344827586,800,,,,2023-02-28 10:54:46+00:00,,adventure,a vibrant 2D platformer where precision and agility are your allies. Navigate treacherous landscapes
the-man-from-the-window,https://play.gamepix.com/the-man-from-the-window/embed?sid=1,https://img.gamepix.com/games/the-man-from-the-window/icon/the-man-from-the-window.png?w=105,https://img.gamepix.com/games/the-man-from-the-window/cover/the-man-from-the-window.png?w=320,and a chilling atmosphere as you navigate this immersive adventure where every detail matters in your quest for safety.,landscape,0.82799314,800,,,,2023-02-23 11:23:19+00:00,,adventure,puzzles
candy-match-master,https://play.gamepix.com/candy-match-master/embed?sid=1,https://img.gamepix.com/games/candy-match-master/icon/candy-match-master.png?w=105,https://img.gamepix.com/games/candy-match-master/cover/candy-match-master.png?w=320,its simple yet strategic gameplay keeps you hooked as you strive for high scores in a delightful world bursting with color and excitement.,portrait,0.56140351,600,,,,2023-02-23 10:42:14+00:00,,match-3,where you align vibrant candies in this enthralling puzzle adventure. Perfect for all ages
fifa-score,https://play.gamepix.com/fifa-score/embed?sid=1,https://img.gamepix.com/games/fifa-score/icon/fifa-score.png?w=105,https://img.gamepix.com/games/fifa-score/cover/fifa-score.png?w=320,realistic atmosphere that captures the essence of the beautiful game.,portrait,0.67384238,600,,,,2023-02-23 10:36:45+00:00,,sports,mastering every challenge in a vibrant
parking,https://play.gamepix.com/parking/embed?sid=1,https://img.gamepix.com/games/parking/icon/parking.png?w=105,https://img.gamepix.com/games/parking/cover/parking.png?w=320,physics-driven adventure. Enjoy the thrill of true-to-life parking!,landscape,0.37445874,800,,,,2023-02-20 17:13:21+00:00,,parking,where precision and finesse are key. Master diverse missions and handle a variety of cars with unique dynamics. Experience authentic driving challenges that will test your skills as you strive to park perfectly in this engaging
spin-the-wheel,https://play.gamepix.com/spin-the-wheel/embed?sid=1,https://img.gamepix.com/games/spin-the-wheel/icon/spin-the-wheel.png?w=105,https://img.gamepix.com/games/spin-the-wheel/cover/spin-the-wheel.png?w=320,anticipate where the wheel stops to outperform your fate in this addictive and strategic game of chance.,portrait,0.0710786078798955,600,,,,2023-02-20 16:49:14+00:00,,board,where each spin boosts your score or challenges your recovery. With vibrant graphics and nonstop excitement
flash-candy,https://play.gamepix.com/flash-candy/embed?sid=1,https://img.gamepix.com/games/flash-candy/icon/flash-candy.png?w=105,https://img.gamepix.com/games/flash-candy/cover/flash-candy.png?w=320,this candy-filled quest promises non-stop fun and thrills. Can you master the sweetness?,portrait,0.1379310344827586,600,,,,2023-02-20 16:49:04+00:00,,match-3,where strategic flicks and sharp moves reign supreme. Match vibrant sweets within the ticking timer to score big and challenge your wit. With endless levels and captivating combos
bombspeed,https://play.gamepix.com/bombspeed/embed?sid=1,https://img.gamepix.com/games/bombspeed/icon/bombspeed.png?w=105,https://img.gamepix.com/games/bombspeed/cover/bombspeed.png?w=320,where strategic planning and quick reflexes are key to survival. Can you keep pace and avoid entangling in your own snaking path?,portrait,0.1750939969201186,600,,,,2023-02-20 16:48:57+00:00,,snake,intensifying the challenge in BombSpeed. Navigate this self-created labyrinth with simple controls
deer-memory-match,https://play.gamepix.com/deer-memory-match/embed?sid=1,https://img.gamepix.com/games/deer-memory-match/icon/deer-memory-match.png?w=105,https://img.gamepix.com/games/deer-memory-match/cover/deer-memory-match.png?w=320,transforming gameplay into an addictive mental workout. Experience endless fun assembling adorable scenes in this captivating puzzle adventure.,landscape,0.0648058601107554,800,,,,2023-02-20 16:45:26+00:00,,memory,testing your cognitive and visual memory. Each move demands careful planning
choco-benno-2,https://play.gamepix.com/choco-benno-2/embed?sid=1,https://img.gamepix.com/games/choco-benno-2/icon/choco-benno-2.png?w=105,https://img.gamepix.com/games/choco-benno-2/cover/choco-benno-2.png?w=320,chocolaty sequel!,landscape,0.1095655952784848,800,,,,2023-02-17 10:56:55+00:00,,adventure,dodging chocolate-loving monsters and navigating treacherous obstacles. Master strategic double jumps to secure glasses of delicious milkshake and safely reach the fabled Chocolate exit door. Dare to conquer this charming
nikosan-quest,https://play.gamepix.com/nikosan-quest/embed?sid=1,https://img.gamepix.com/games/nikosan-quest/icon/nikosan-quest.png?w=105,https://img.gamepix.com/games/nikosan-quest/cover/nikosan-quest.png?w=320,and blades. Master your double jump for deft obstacle navigation to reach the victorious flag. Can you conquer all eight increasingly difficult levels?,landscape,0.1379310344827586,800,,,,2023-02-17 10:56:03+00:00,,adventure,monsters
tim-adventures-2,https://play.gamepix.com/tim-adventures-2/embed?sid=1,https://img.gamepix.com/games/tim-adventures-2/icon/tim-adventures-2.png?w=105,https://img.gamepix.com/games/tim-adventures-2/cover/tim-adventures-2.png?w=320,and aim for the purple flag to conquer each adventure.,landscape,0.0648058601107554,800,,,,2023-02-17 10:55:43+00:00,,adventure,sharpen your reflexes
ball-fill-3d,https://play.gamepix.com/ball-fill-3d/embed?sid=1,https://img.gamepix.com/games/ball-fill-3d/icon/ball-fill-3d.png?w=105,https://img.gamepix.com/games/ball-fill-3d/cover/ball-fill-3d.png?w=320,and perfect angles for the ultimate skill-based fun. Enjoy the thrill of unique challenges as you master the art of timing and strategy.,portrait,0.05929791,600,,,,2023-02-15 11:03:10+00:00,,arcade,control flow
fort-clash-survival,https://play.gamepix.com/fort-clash-survival/embed?sid=1,https://img.gamepix.com/games/fort-clash-survival/icon/fort-clash-survival.png?w=105,https://img.gamepix.com/games/fort-clash-survival/cover/fort-clash-survival.png?w=320,and build forts while battling with limited ammo. Strategically maneuver through the expansive world in this thrilling mix of exploration and third-person shooting action. Your survival depends on keen exploration and quick reflexes.,landscape,0.512345678901234,800,,,,2023-02-15 10:51:44+00:00,,adventure,discover hidden loot
